id,product_id,name,value,printful_variant_id,price,in_stock,is_available,color,color_hex,design,size,created_at,updated_at,color_name,color_hex_code,size_name
d06a6e3e-11cc-4ae9-8a32-76c7d1dc18d5,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Black / 2XL,Black-2XL,4938821291,24.99,true,true,Black,#0c0c0c,,2XL,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Black,,2XL
d1d1d35e-5f00-4be6-879e-24d4dbb5bd93,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Heather Dust / XL,Heather Dust-XL,4938814156,24.99,true,true,Heather Dust,#e5d9c9,,XL,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Heather Dust,,XL
d3cda740-851b-4c8c-8edc-2580acc21830,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / White / M,White-M,4938814164,24.99,true,true,White,#ffffff,,M,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,White,,M
d47f698f-8583-41b5-b0a9-5410feb471d2,41412063-9f04-42ef-aafd-9800a47238ae,Unisex Hoodie LIGHT / White / 2XL,White-2XL,4938797564,39.99,true,true,White,#ffffff,,2XL,2025-09-01 03:59:48.144924+00,2025-09-02 04:57:36.088816+00,White,,2XL
d4809f3c-b58b-46bc-a11d-aa8f612605f8,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Pink / M,Pink-M,4938814139,24.99,true,true,Pink,#fdbfc7,,M,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Pink,,M
d73cdc47-a9f5-41d8-bc97-e694f6c423c2,41412063-9f04-42ef-aafd-9800a47238ae,Unisex Hoodie LIGHT / Light Blue / S,Light Blue-S,4938797550,39.99,true,true,Light Blue,#a1c5e1,,S,2025-09-01 03:59:48.144924+00,2025-09-02 04:57:36.088816+00,Light Blue,,S
d79a6a24-292f-404d-aabb-956933a44721,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Black / M,Black-M,4938821288,24.99,true,true,Black,#0c0c0c,,M,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Black,,M
d8817162-6ce3-4566-a122-4d57e48034e0,5889188a-e6c9-4161-96fa-c370a2a3c89b,Unisex Hoodie DARK / Dark Heather / L,Dark Heather-L,4938800550,39.99,true,true,Dark Heather,#47484d,,L,2025-09-01 03:59:38.006621+00,2025-09-02 04:57:36.088816+00,Dark Heather,,L
dd8d2247-7cfe-4438-8cbe-2742f0c96dcd,29b2e16a-39e8-4322-aaf1-0529b3973212,Reform UK Cap / White,White-One Size,4938937578,19.99,true,true,White,#ffffff,,One Size,2025-09-01 03:59:02.060257+00,2025-09-02 04:57:36.088816+00,White,,One Size
de346755-c9b9-4d83-848e-88bfe5522d6d,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Red / L,Red-L,4938821299,24.99,true,true,Red,#d0071e,,L,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Red,,L
deef0391-ab7a-42c4-b8f0-1602a3fb5164,103b8eaf-4ef5-44a1-9c9e-f49c8367f220,Reform UK Tote Bag,Black-One Size,4937855201,24.99,true,true,Black,#000000,,One Size,2025-09-01 03:59:49.28585+00,2025-09-01 03:59:49.28585+00,Black,,One Size
df77aa1b-9ee9-4cc2-8304-e3a2797a9e92,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Dark Grey Heather / XL,Dark Grey Heather-XL,4938821305,24.99,true,true,Dark Grey Heather,#3E3C3D,,XL,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Dark Grey Heather,,XL
e056623a-9232-482f-b253-6e08e59a61a4,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / White / 2XL,White-2XL,4938814167,24.99,true,true,White,#ffffff,,2XL,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,White,,2XL
e27fd5c1-1c44-4065-ba8e-7eb824d28ca0,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Red / S,Red-S,4938821297,24.99,true,true,Red,#d0071e,,S,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Red,,S
e2a613a7-252b-4387-8484-5acfca048be8,5889188a-e6c9-4161-96fa-c370a2a3c89b,Unisex Hoodie DARK / Indigo Blue / 2XL,Indigo Blue-2XL,4938800557,39.99,true,true,Indigo Blue,#395d82,,2XL,2025-09-01 03:59:38.006621+00,2025-09-02 04:57:36.088816+00,Indigo Blue,,2XL
e3ee6495-e02f-4832-bafa-431fef0c71c5,5889188a-e6c9-4161-96fa-c370a2a3c89b,Unisex Hoodie DARK / Dark Heather / S,Dark Heather-S,4938800548,39.99,true,true,Dark Heather,#47484d,,S,2025-09-01 03:59:38.006621+00,2025-09-02 04:57:36.088816+00,Dark Heather,,S
e925f1c2-4a9b-4197-9e0f-92e21fcfb622,5889188a-e6c9-4161-96fa-c370a2a3c89b,Unisex Hoodie DARK / Red / L,Red-L,4938800545,39.99,true,true,Red,#da0a1a,,L,2025-09-01 03:59:38.006621+00,2025-09-02 04:57:36.088816+00,Red,,L
e9a4c635-06ec-40d7-adb7-b6fc14525f49,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Black Heather / S,Black Heather-S,4938821282,24.99,true,true,Black Heather,#0b0b0b,,S,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Black Heather,,S
ec39e10b-f625-4513-9dc6-0f7b94f813ca,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Steel Blue / M,Steel Blue-M,4938821338,24.99,true,true,Steel Blue,#668ea7,,M,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Steel Blue,,M
ecb1bed3-649c-4c29-99b4-4d9322b974b3,41412063-9f04-42ef-aafd-9800a47238ae,Unisex Hoodie LIGHT / Light Blue / XL,Light Blue-XL,4938797553,39.99,true,true,Light Blue,#a1c5e1,,XL,2025-09-01 03:59:48.144924+00,2025-09-02 04:57:36.088816+00,Light Blue,,XL
eea8eca3-1cb6-4e9b-9956-78f04a0a809a,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Black Heather / L,Black Heather-L,4938821284,24.99,true,true,Black Heather,#0b0b0b,,L,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Black Heather,,L
ef1c59f5-1101-4be4-b518-6abe12773b63,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Asphalt / 2XL,Asphalt-2XL,4938821311,24.99,true,true,Asphalt,#52514f,,2XL,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Asphalt,,2XL
ef2d6021-5a18-47b4-9f86-4410121ddd10,41412063-9f04-42ef-aafd-9800a47238ae,Unisex Hoodie LIGHT / Light Pink / 2XL,Light Pink-2XL,4938797559,39.99,true,true,Light Pink,#f3d4e3,,2XL,2025-09-01 03:59:48.144924+00,2025-09-02 04:57:36.088816+00,Light Pink,,2XL
f20dbfad-79c7-4df6-ab28-19411690784d,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Athletic Heather / L,Athletic Heather-L,4938814145,24.99,true,true,Athletic Heather,#cececc,,L,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Athletic Heather,,L
f260db20-2573-4507-bbf1-6bbe79b80f03,2e7c2ccd-9b4e-413e-aac6-d2be53db9663,Reform UK Water Bottle,White-32 oz,4938941055,24.99,true,true,White,#FFFFFF,,32 oz,2025-09-01 03:59:51.681686+00,2025-09-01 03:59:51.681686+00,White,,32 oz
f26f2e9b-71cb-46a7-bbad-4069ccb90446,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Steel Blue / 2XL,Steel Blue-2XL,4938821341,24.99,true,true,Steel Blue,#668ea7,,2XL,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Steel Blue,,2XL
f3fae612-c8aa-43cc-bbdd-6460fb47b90e,5889188a-e6c9-4161-96fa-c370a2a3c89b,Unisex Hoodie DARK / Indigo Blue / S,Indigo Blue-S,4938800553,39.99,true,true,Indigo Blue,#395d82,,S,2025-09-01 03:59:38.006621+00,2025-09-02 04:57:36.088816+00,Indigo Blue,,S
f45cb40b-0fc3-4c9f-bf4f-908c780e1530,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Mustard / 2XL,Mustard-2XL,4938814132,24.99,true,true,Mustard,#eda027,,2XL,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Mustard,,2XL
f64fdaaa-2268-4c79-b2f6-ea86edbd20df,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Pink / S,Pink-S,4938814138,24.99,true,true,Pink,#fdbfc7,,S,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Pink,,S
f727a7dd-b9c6-4f9a-95bf-7073a887e9f2,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Heather Prism Peach / S,Heather Prism Peach-S,4938814133,24.99,true,true,Heather Prism Peach,#f3c2b2,,S,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Heather Prism Peach,,S
f816ef24-aa93-459c-a722-ae809b93fe4a,583bc73c-fdd4-4c53-aeb8-a39b73e1371c,Unisex t-shirt LIGHT / Mustard / M,Mustard-M,4938814129,24.99,true,true,Mustard,#eda027,,M,2025-09-01 03:59:24.176924+00,2025-09-02 04:57:36.088816+00,Mustard,,M
f865121b-0c61-4951-9dba-653c007c41ca,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Red / XL,Red-XL,4938821300,24.99,true,true,Red,#d0071e,,XL,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Red,,XL
f8c708ff-1fb1-45b4-8398-f3ec17f61bb4,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Navy / L,Navy-L,4938821294,24.99,true,true,Navy,#212642,,L,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Navy,,L
fa34616c-14b1-4a0a-9aff-396936785038,41412063-9f04-42ef-aafd-9800a47238ae,Unisex Hoodie LIGHT / Light Pink / L,Light Pink-L,4938797557,39.99,true,true,Light Pink,#f3d4e3,,L,2025-09-01 03:59:48.144924+00,2025-09-02 04:57:36.088816+00,Light Pink,,L
fbfa9884-9106-46c7-8024-84cd8999d577,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Black / S,Black-S,4938821287,24.99,true,true,Black,#0c0c0c,,S,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Black,,S
fc07ec58-3343-471f-b608-6baa4eb23611,814074c6-e88d-4505-9089-6ac04124ea23,Unisex t-shirt DARK / Mauve / L,Mauve-L,4938821334,24.99,true,true,Mauve,#bf6e6e,,L,2025-09-01 04:00:27.309073+00,2025-09-02 04:57:36.088816+00,Mauve,,L
